Transaction Date,Units,Unit Cost,Net Cost,Product Description,Merchant Name,Merchant City,Merchant State / Province
02/10/2022,12.15,$3.36,40.80,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
02/10/2022,14.66,$3.36,49.26,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
02/10/2022,31.818,$3.39,107.83,UNL REG 86/87 OC,QT 1490,TUCSON,AZ
02/10/2022,33.257,$4.22,142.31,Regular Diesel #2,Pilot Site 328,Quartzsite,AZ
02/10/2022,33.319,$4.19,141.57,Regular Diesel #2,Pilot Site 328,Quartzsite,AZ
02/10/2022,46.052,$4.22,196.29,Regular Diesel #2,Travel Center #1212,Salome,AZ
02/10/2022,29.826,$4.19,126.94,Regular Diesel #2,Travel Center #1212,Salome,AZ
02/10/2022,21.542,$4.25,93.53,Regular Diesel #2,Pilot Site 458,Eloy,AZ
02/10/2022,22.276,$3.60,80.17,Unleaded Regular,Union 76,Ehrenberg,AZ
02/10/2022,17.91,$3.90,69.83,Unleaded Regular,Chevron 0204964,Wickenburg,AZ
02/10/2022,14.297,$3.64,52.03,Unleaded Regular,Loves 386,Lake Havasu City,AZ
02/11/2022,14.924,$3.39,50.58,UNL REG 86/87 OC,QT 1490,TUCSON,AZ
02/11/2022,4.33,$3.46,14.98,UNL REG 86/87 OC,QT 1453,TUCSON,AZ
02/11/2022,19.6,$3.36,65.83,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
02/11/2022,13.64,$3.36,45.82,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
02/11/2022,16.048,$3.57,57.28,Unleaded Regular,Pilot Site 328,Quartzsite,AZ
02/11/2022,48.178,$4.22,205.26,Regular Diesel #2,Travel Center #1212,Salome,AZ
02/11/2022,37.424,$4.22,159.89,Regular Diesel #2,Travel Center #1212,Salome,AZ
02/11/2022,23.182,$3.60,83.43,Unleaded Regular,Circle K #41628,Phoenix,AZ
02/11/2022,19.004,$3.50,66.49,Unleaded Regular,Chevron 0209914,Tucson,AZ
02/12/2022,17.615,$3.39,59.70,UNL REG 86/87 OC,QT 1490,TUCSON,AZ
02/12/2022,9.384,$3.46,32.46,UNL REG 86/87 OC,QT 1461,TUCSON,AZ
02/12/2022,16.849,$3.60,60.64,Unleaded Regular,Union 76,Ehrenberg,AZ
02/12/2022,16.994,$3.56,60.48,Unleaded Regular,Pilot Site 328,Quartzsite,AZ
02/12/2022,7.884,$3.57,28.14,Unleaded Regular,Flying J 608,Ehrenberg,AZ
02/12/2022,38.6,$3.94,152.05,Regular Diesel #2,Circle K - 09193,Phoenix,AZ
02/12/2022,19.383,$3.71,71.89,Unleaded Regular,Travel Center #1212,Salome,AZ
02/13/2022,35.054,$4.28,152.00,Regular Diesel #2,Pilot Site 328,Quartzsite,AZ
02/13/2022,26.016,$4.28,113.32,Regular Diesel #2,Pilot Site 328,Quartzsite,AZ
02/13/2022,34.495,$4.50,155.19,Regular Diesel #2,Chevron 0212178,Tucson,AZ
02/13/2022,19.453,$3.47,67.48,Unleaded Regular,Quiktrip 1410,Phoenix,AZ
02/14/2022,17.68,$3.36,59.38,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
02/14/2022,21.856,$3.45,75.38,UNL REG 86/87 OC,FRYS FUEL #7059,SIERRA VISTA,AZ
02/14/2022,33.374,$4.28,144.81,Regular Diesel #2,Pilot Site 328,Quartzsite,AZ
02/14/2022,28.014,$4.28,121.87,Regular Diesel #2,Pilot Site 328,Quartzsite,AZ
02/14/2022,51.082,$4.28,220.58,Regular Diesel #2,Travel Center #1212,Salome,AZ
02/14/2022,43.021,$4.28,186.09,Regular Diesel #2,Travel Center #1212,Salome,AZ
02/14/2022,20.623,$3.46,71.31,Unleaded Regular,Circle K - 01773,Tucson,AZ
02/15/2022,15.971,$3.38,53.97,UNL REG 86/87 OC,QT 1490,TUCSON,AZ
02/15/2022,26.256,$3.46,90.82,UNL REG 86/87 OC,QT 1463,TUCSON,AZ
02/15/2022,14.39,$3.34,48.03,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
02/15/2022,17.78,$3.34,59.37,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
02/15/2022,11.939,$3.66,43.68,Unleaded Regular,Pilot Site 328,Quartzsite,AZ
02/15/2022,15.646,$3.70,57.87,Unleaded Regular,Quartzsite Mobil,Quartzsite,AZ
02/15/2022,52.954,$4.28,228.59,Regular Diesel #2,Travel Center #1212,Salome,AZ
02/15/2022,36.824,$4.28,159.57,Regular Diesel #2,Travel Center #1212,Salome,AZ
02/15/2022,16.813,$3.67,61.69,Unleaded Regular,Flying J 608,Ehrenberg,AZ
02/15/2022,16.273,$3.56,57.90,Unleaded Regular,Circle K - 01773,Tucson,AZ
02/15/2022,19.821,$3.70,73.32,Unleaded Regular,Travel Center #1212,Salome,AZ
02/16/2022,20.07,$3.40,68.20,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
02/16/2022,15.734,$3.56,56.00,UNL REG 86/87 OC,QT 1463,TUCSON,AZ
02/16/2022,19.995,$3.44,68.76,UNL REG 86/87 OC,QT 1490,TUCSON,AZ
02/16/2022,11.56,$3.34,38.59,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
02/16/2022,21.25,$3.34,70.96,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
02/16/2022,16.244,$3.70,60.09,Unleaded Regular,Quartzsite Mobil,Quartzsite,AZ
02/16/2022,19.812,$3.62,71.70,Unleaded Regular,Pilot Site 328,Quartzsite,AZ
02/16/2022,49.067,$4.28,211.96,Regular Diesel #2,Travel Center #1212,Salome,AZ
02/16/2022,33.061,$4.28,143.47,Regular Diesel #2,Travel Center #1212,Salome,AZ
02/16/2022,17.549,$3.56,62.44,Unleaded Regular,Circle K - 01773,Tucson,AZ
02/16/2022,22.49,$3.62,81.39,Unleaded Regular,Loves Store #286,Quartzsite,AZ
02/16/2022,20.365,$3.62,73.70,Unleaded Regular,Pilot Site 328,Quartzsite,AZ
02/17/2022,19.987,$3.50,69.93,UNL REG 86/87 OC,QT 1454,TUCSON,AZ
02/17/2022,16.46,$3.56,58.58,UNL REG 86/87 OC,QT 1450,TUCSON,AZ
02/17/2022,13.83,$3.40,47.00,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
02/17/2022,14.89,$3.40,50.62,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
02/17/2022,17.308,$4.28,76.06,Regular Diesel #2,Pilot Site 328,Quartzsite,AZ
02/17/2022,51.549,$4.25,221.03,Regular Diesel #2,Pilot Site 328,Quartzsite,AZ
02/17/2022,42.132,$4.28,182.28,Regular Diesel #2,Travel Center #1212,Salome,AZ
02/17/2022,27.606,$4.28,120.13,Regular Diesel #2,Travel Center #1212,Salome,AZ
02/17/2022,21.067,$3.72,77.30,Unleaded Regular,Union 76,Ehrenberg,AZ
02/17/2022,16.548,$4.25,72.31,Regular Diesel #2,Pilot Site 458,Eloy,AZ
02/17/2022,23.592,$3.66,86.32,Unleaded Regular,Travel Center #1212,Salome,AZ
02/18/2022,16.13,$3.40,54.82,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
02/18/2022,14.01,$3.40,47.62,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
02/18/2022,26.431,$3.38,89.31,UNL REG 86/87 OC,QT 1490,TUCSON,AZ
02/18/2022,15.323,$3.59,54.99,Unleaded Regular,Pilot Site 328,Quartzsite,AZ
02/18/2022,46.967,$4.28,202.97,Regular Diesel #2,Travel Center #1212,Salome,AZ
02/18/2022,26.282,$4.28,114.46,Regular Diesel #2,Travel Center #1212,Salome,AZ
02/18/2022,15.84,$3.56,56.36,Unleaded Regular,Circle K - 01773,Tucson,AZ
02/18/2022,21.21,$3.80,80.60,Unleaded Regular,Shell Service Statio,Tonopah,AZ
02/19/2022,17.599,$3.56,62.63,UNL REG 86/87 OC,QT 1461,TUCSON,AZ
02/19/2022,12.587,$3.74,47.06,Unleaded Regular,Pilot Site 328,Quartzsite,AZ
02/19/2022,13.794,$3.70,51.02,Unleaded Regular,Quartzsite Mobil,Quartzsite,AZ
02/19/2022,18.186,$3.56,64.71,Unleaded Regular,Circle K - 01773,Tucson,AZ
02/19/2022,23.224,$3.70,85.91,Unleaded Regular,Loves Store #286,Quartzsite,AZ
02/19/2022,36.348,$4.28,157.53,Regular Diesel #2,Travel Center #1212,Salome,AZ
02/19/2022,20.862,$3.70,76.13,Unleaded Regular,Union 76,Ehrenberg,AZ
02/19/2022,17.833,$3.99,71.14,Regular Diesel #2,Chevron 0209914,Tucson,AZ
02/19/2022,11.915,$4.50,53.61,Regular Diesel #2,Chevron 0209749,Phoenix,AZ
02/20/2022,27.819,$4.10,114.03,Regular Diesel #2,Union 76,Ehrenberg,AZ
02/20/2022,11.728,$4.28,52.18,Regular Diesel #2,Pilot Site 328,Quartzsite,AZ
02/20/2022,32.032,$4.50,144.11,Regular Diesel #2,Chevron 0212178,Tucson,AZ
02/20/2022,26.339,$4.25,113.91,Regular Diesel #2,Travel Center #1212,Salome,AZ
02/21/2022,17.722,$3.38,59.88,UNL REG 86/87 OC,QT 1490,TUCSON,AZ
02/21/2022,12.852,$3.38,43.43,UNL REG 86/87 OC,QT 1490,TUCSON,AZ
02/21/2022,20.07,$3.34,67.00,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
02/21/2022,12.22,$3.34,40.80,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
02/21/2022,23.07,$3.34,77.04,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
02/21/2022,17.81,$3.34,59.45,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
02/21/2022,35.269,$4.36,155.74,Premium Diesel #2,Pilot Site 328,Quartzsite,AZ
02/21/2022,37.27,$4.34,161.80,Premium Diesel #2,Wood Street 27,Phoenix,AZ
02/21/2022,7.451,$4.28,33.88,Regular Diesel #2,Travel Center #1212,Salome,AZ
02/21/2022,28.626,$4.28,124.49,Regular Diesel #2,Travel Center #1212,Salome,AZ
02/21/2022,13.83,$4.25,60.76,Regular Diesel #2,Pilot Site 458,Eloy,AZ
02/21/2022,23.232,$3.84,89.19,Unleaded Regular,Pilot # 1180,Tonopah,AZ
02/22/2022,12.857,$3.57,45.89,UNL REG 86/87 OC,QT 1453,TUCSON,AZ
02/22/2022,6.59,$3.34,22.00,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
02/22/2022,8.08,$3.34,26.99,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
02/22/2022,15.65,$3.34,52.27,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
02/22/2022,20.96,$3.34,70.00,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
02/22/2022,14.89,$3.34,49.72,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
02/22/2022,17.181,$3.76,64.58,Unleaded Regular,Pilot Site 328,Quartzsite,AZ
02/22/2022,17.26,$3.70,63.84,Unleaded Regular,Quartzsite Mobil,Quartzsite,AZ
02/22/2022,51.121,$4.28,220.75,Regular Diesel #2,Travel Center #1212,Salome,AZ
02/22/2022,22.818,$4.28,99.64,Regular Diesel #2,Travel Center #1212,Salome,AZ
02/22/2022,16.089,$3.56,57.24,Unleaded Regular,Circle K - 01773,Tucson,AZ
02/22/2022,24.393,$3.79,92.43,Unleaded Regular,Flying J 608,Ehrenberg,AZ
02/22/2022,26.017,$3.79,98.58,Unleaded Regular,Flying J 608,Ehrenberg,AZ
02/23/2022,14.36,$3.77,54.16,UNL REG 86/87 OC,PILOT         00003285,QUARTZSITE,AZ
02/23/2022,28.587,$3.56,101.74,UNL REG 86/87 OC,QT 1463,TUCSON,AZ
02/23/2022,6.51,$3.34,21.75,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
02/23/2022,10.39,$3.34,34.70,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
02/23/2022,23.4,$3.42,80.01,UNLEADED REGULAR (86 OR 87 OCTANE),ARCO 05944,TUCSON,AZ
02/23/2022,14.23,$3.34,47.53,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
02/23/2022,15.443,$3.75,57.90,Unleaded Regular,Quartzsite Mobil,Quartzsite,AZ
02/23/2022,26.969,$4.28,117.40,Regular Diesel #2,Travel Center #1212,Salome,AZ
02/23/2022,24.078,$4.25,104.31,Regular Diesel #2,Travel Center #1212,Salome,AZ
02/23/2022,19.175,$3.79,72.65,Unleaded Regular,Flying J 608,Ehrenberg,AZ
02/23/2022,17.915,$3.56,63.74,Unleaded Regular,Circle K - 01773,Tucson,AZ
02/23/2022,24.068,$3.76,90.47,Unleaded Regular,Pilot Site 328,Quartzsite,AZ
02/24/2022,17.623,$3.70,65.19,UNL REG 86/87 OC,QT 1493,TUCSON,AZ
02/24/2022,17.634,$3.34,58.88,UNL REG 86/87 OC,QT 1490,TUCSON,AZ
02/24/2022,7.85,$3.76,29.51,UNL REG 86/87 OC,QT 1487,TUCSON,AZ
02/24/2022,9.006,$3.76,33.85,UNL REG 86/87 OC,QT 1456,TUCSON,AZ
02/24/2022,19.09,$3.34,63.76,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
02/24/2022,17.97,$3.34,60.01,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
02/24/2022,17.92,$3.34,59.83,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
02/24/2022,26.152,$4.28,113.90,Regular Diesel #2,Pilot Site 328,Quartzsite,AZ
02/24/2022,16.083,$4.25,70.34,Regular Diesel #2,Pilot Site 328,Quartzsite,AZ
02/24/2022,38.13,$4.40,167.82,Premium Diesel #2,Wood Street 27,Phoenix,AZ
02/24/2022,10.651,$4.28,47.58,Regular Diesel #2,Travel Center #1212,Salome,AZ
02/24/2022,30.783,$4.28,133.72,Regular Diesel #2,Travel Center #1212,Salome,AZ
02/24/2022,24.252,$3.80,92.13,Unleaded Regular,Union 76,Ehrenberg,AZ
02/24/2022,23.852,$4.19,101.92,Regular Diesel #2,Pilot Site 458,Eloy,AZ
02/24/2022,22.218,$3.80,84.41,Unleaded Regular,Union 76,Ehrenberg,AZ
02/24/2022,14.379,$3.81,54.77,Unleaded Regular,Travel Center #1212,Salome,AZ
02/25/2022,14.355,$3.76,53.96,UNL REG 86/87 OC,QT 1461,TUCSON,AZ
02/25/2022,11.52,$3.56,41.00,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
02/25/2022,15.26,$3.56,54.32,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
02/25/2022,12.434,$3.79,47.11,Unleaded Regular,Pilot Site 328,Quartzsite,AZ
02/25/2022,46.347,$4.38,204.95,Regular Diesel #2,Travel Center #1212,Salome,AZ
02/25/2022,23.853,$4.38,106.45,Regular Diesel #2,Travel Center #1212,Salome,AZ
02/25/2022,20.267,$4.30,87.13,Unleaded Regular,Chevron 0209749,Phoenix,AZ
02/25/2022,33.58,$4.41,148.13,Premium Diesel #2,Wood Street 27,Phoenix,AZ
02/25/2022,14.511,$3.80,55.13,Unleaded Regular,Chevron 0308610,Tucson,AZ
02/26/2022,16.604,$3.80,63.08,Unleaded Regular,Quartzsite Mobil,Quartzsite,AZ
02/26/2022,19.326,$3.86,74.58,Unleaded Regular,Pilot Site 328,Quartzsite,AZ
02/26/2022,35.723,$4.20,150.00,Regular Diesel #2,Union 76,Ehrenberg,AZ
02/26/2022,4.011,$3.80,15.24,Unleaded Regular,Petroleum Wholesale,Ehrenberg,AZ
02/26/2022,18.469,$3.80,70.16,Unleaded Regular,Petroleum Wholesale,Ehrenberg,AZ
02/26/2022,19.192,$4.20,80.59,Regular Diesel #2,Union 76,Ehrenberg,AZ
02/26/2022,22.557,$3.86,87.05,Unleaded Regular,Loves Store #286,Quartzsite,AZ
02/26/2022,15.151,$3.76,56.95,Unleaded Regular,Circle K - 01773,Tucson,AZ
02/27/2022,25.287,$4.38,112.73,Regular Diesel #2,Pilot Site 328,Quartzsite,AZ
02/27/2022,30.713,$4.38,136.49,Regular Diesel #2,Pilot Site 328,Quartzsite,AZ
02/27/2022,17.726,$3.76,66.63,Unleaded Regular,Circle K - 01773,Tucson,AZ
02/27/2022,16.655,$3.84,63.94,Unleaded Regular,Pilot Site 328,Quartzsite,AZ
02/27/2022,37.464,$4.29,162.68,Regular Diesel #2,Pilot Site 458,Eloy,AZ
02/28/2022,10.834,$3.56,38.56,UNL REG 86/87 OC,QT 1490,TUCSON,AZ
02/28/2022,26.074,$3.76,98.01,UNL REG 86/87 OC,QT 1463,TUCSON,AZ
02/28/2022,19.1,$3.60,68.76,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42331,TUCSON,AZ
02/28/2022,18.23,$3.56,64.87,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
02/28/2022,16.87,$3.56,60.05,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
02/28/2022,17.25,$3.56,61.38,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
02/28/2022,19.601,$4.38,87.83,Regular Diesel #2,Pilot Site 328,Quartzsite,AZ
02/28/2022,25.183,$4.35,111.52,Regular Diesel #2,Pilot Site 328,Quartzsite,AZ
02/28/2022,53.705,$4.38,237.17,Regular Diesel #2,Travel Center #1212,Salome,AZ
02/28/2022,33.021,$4.38,146.60,Regular Diesel #2,Travel Center #1212,Salome,AZ
02/28/2022,25.774,$4.29,112.54,Regular Diesel #2,Pilot Site 458,Eloy,AZ
02/28/2022,22.136,$4.30,95.16,Unleaded Regular,Chevron 0209749,Phoenix,AZ
02/28/2022,12.36,$4.00,49.44,Unleaded Regular,Shell Service Statio,Phoenix,AZ
03/01/2022,20.11,$3.759,75.60,UNL REG 86/87 OC,QT 1460,TUCSON,AZ
03/01/2022,17.44,$3.759,65.56,UNL REG 86/87 OC,QT 1463,TUCSON,AZ
03/01/2022,9.86,$3.558,35.08,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/01/2022,12.05,$3.598,43.36,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42331,TUCSON,AZ
03/01/2022,20.00,$3.560,71.19,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/01/2022,9.72,$3.601,35.00,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42331,TUCSON,AZ
03/01/2022,8.098,3.869,31.33,Unleaded Regular,Pilot Site 328,Quartzsite,AZ
03/01/2022,8.182,3.798,31.08,Unleaded Regular,Quartzsite Mobil,Quartzsite,AZ
03/01/2022,42.543,4.379,188.30,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/01/2022,27.274,4.379,121.43,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/01/2022,20.113,3.898,78.42,Unleaded Regular,Union 76,Ehrenberg,AZ
03/01/2022,22.602,3.899,88.13,Unleaded Regular,Union 76,Ehrenberg,AZ
03/01/2022,17.922,3.729,66.83,Unleaded Regular,Pilot Site 458,Eloy,AZ
03/02/2022,24.66,$3.560,87.78,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/02/2022,5.13,$3.598,18.46,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42331,TUCSON,AZ
03/02/2022,14.25,$3.558,50.70,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/02/2022,11.217,3.888,43.62,Unleaded Regular,Quartzsite Mobil,Quartzsite,AZ
03/02/2022,13.63,3.919,53.42,Unleaded Regular,Pilot Site 328,Quartzsite,AZ
03/02/2022,43.533,4.479,196.98,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/02/2022,12.206,4.479,56.67,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/02/2022,22.656,3.779,85.62,Unleaded Regular,Quiktrip 0449,Phoenix,AZ
03/02/2022,22.815,4.419,102.82,Regular Diesel #2,Pilot Site 458,Eloy,AZ
03/03/2022,11.33,$3.560,40.33,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/03/2022,25.26,$3.960,100.02,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/03/2022,15.40,$3.960,60.98,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/03/2022,20.80,$3.999,83.17,UNL REG 86/87 OC,QT 1490,TUCSON,AZ
03/03/2022,18.28,$3.999,73.10,UNL REG 86/87 OC,QT 1456,TUCSON,AZ
03/03/2022,21.44,$3.999,85.75,UNL REG 86/87 OC,QT 1475,ORO VALLEY,AZ
03/03/2022,11.057,4.679,53.74,Regular Diesel #2,Pilot Site 328,Quartzsite,AZ
03/03/2022,39.102,4.649,183.79,Regular Diesel #2,Pilot Site 328,Quartzsite,AZ
03/03/2022,18.726,4.679,89.62,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/03/2022,34.827,4.679,164.96,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/03/2022,20.641,4.589,96.72,Regular Diesel #2,Pilot Site 458,Eloy,AZ
03/03/2022,16.73,3.898,65.21,Unleaded Regular,Circle K - 01773,Tucson,AZ
03/04/2022,12.71,$3.999,50.84,UNL REG 86/87 OC,QT 1456,TUCSON,AZ
03/04/2022,19.67,$3.999,78.66,UNL REG 86/87 OC,QT 1461,TUCSON,AZ
03/04/2022,10.23,$4.258,43.56,UNLEADED MID GRADE (88 OR 89 OCTANE,ANDEAVOR ARCO 42422,TUCSON,AZ
03/04/2022,15.75,$3.958,62.34,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/04/2022,10.86,$3.959,42.99,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/04/2022,9.60,$3.958,38.00,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42331,TUCSON,AZ
03/04/2022,14.618,4.069,59.48,Unleaded Regular,Pilot Site 328,Quartzsite,AZ
03/04/2022,11.474,4.069,46.69,Unleaded Regular,Pilot Site 328,Quartzsite,AZ
03/04/2022,43.058,4.879,212.08,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/04/2022,48.267,4.879,237.49,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/04/2022,15.687,3.898,61.15,Unleaded Regular,Circle K - 01773,Tucson,AZ
03/04/2022,20.169,4.098,82.67,Unleaded Regular,Union 76,Ehrenberg,AZ
03/04/2022,24.205,3.999,96.80,Unleaded Regular,Quartzsite Mobil,Quartzsite,AZ
03/04/2022,10.806,4.099,44.29,Unleaded Regular,Chevron 0380390,Tucson,AZ
03/05/2022,13.35,$3.999,53.37,UNL REG 86/87 OC,QT 1490,TUCSON,AZ
03/05/2022,13.683,4.299,58.82,Unleaded Regular,Pilot Site 328,Quartzsite,AZ
03/05/2022,15.558,4.159,64.71,Unleaded Regular,Quartzsite Mobil,Quartzsite,AZ
03/05/2022,51.691,5.079,264.54,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/05/2022,16.755,3.998,66.99,Unleaded Regular,Circle K - 01773,Tucson,AZ
